hora,v1,v2,v3,v4,v1 crudo,v2 crudo,v3 crudo,v4 crudo,tecnica,tipo de movimiento
6/10/2025-19:53:15::2::25::256,0.0012074383,0.04152434,1.0,0.5,10.866944,373.71906,164050.16,0.0,,
6/10/2025-19:53:15::3::34::341,0.0011321664,0.04289002,1.0,0.5,10.189497,386.0102,156730.42,0.0,,
6/10/2025-19:53:15::3::34::341,0.0010169537,0.05274537,1.0,0.5,9.152583,474.7083,153334.95,0.0,,
6/10/2025-19:53:15::3::34::341,0.0010169537,0.05274537,1.0,0.5,9.152583,474.7083,153334.95,0.0,,
6/10/2025-19:53:15::3::39::394,0.0010732871,0.039383113,1.0,0.5,9.659584,354.44803,151357.05,0.0,,
6/10/2025-19:53:15::4::44::446,9.6197764E-4,0.050761685,1.0,0.5,8.657799,456.85516,150861.53,0.0,,
6/10/2025-19:53:15::4::44::446,9.6197764E-4,0.050761685,1.0,0.5,8.657799,456.85516,150861.53,0.0,,
6/10/2025-19:53:15::4::47::471,0.0010192483,0.05759492,1.0,0.5,9.173235,518.3543,150754.98,0.0,,
6/10/2025-19:53:15::5::52::525,0.0010499195,0.052488174,1.0,0.5,9.449276,472.3936,150900.95,0.0,,
6/10/2025-19:53:15::5::52::525,0.0010499195,0.052488174,1.0,0.5,9.449276,472.3936,150900.95,0.0,,
6/10/2025-19:53:15::5::55::553,0.0010082637,0.0578932,1.0,0.5,9.074373,521.0388,151732.28,0.0,,
6/10/2025-19:53:15::6::60::605,9.239503E-4,0.05147226,1.0,0.5,8.315553,463.25037,153313.4,0.0,,
6/10/2025-19:53:15::6::60::605,9.239503E-4,0.05147226,1.0,0.5,8.315553,463.25037,153313.4,0.0,,
6/10/2025-19:53:15::6::62::629,0.0011775518,0.06346584,1.0,0.5,10.597966,571.19257,152613.1,0.0,,
6/10/2025-19:53:15::6::62::629,0.0011775518,0.06346584,1.0,0.5,10.597966,571.19257,152613.1,0.0,,
6/10/2025-19:53:15::6::68::681,0.0010063901,0.06346584,1.0,0.5,9.05751,571.19257,152613.1,0.0,,
6/10/2025-19:53:15::7::70::704,0.0010063901,0.06421106,1.0,0.5,9.05751,577.89954,153356.89,0.0,,
6/10/2025-19:53:15::7::70::704,0.0010063901,0.06421106,1.0,0.5,9.05751,577.89954,153356.89,0.0,,
6/10/2025-19:53:15::7::78::780,8.3994924E-4,0.05890457,1.0,0.5,7.559543,530.1411,154227.81,0.0,,
6/10/2025-19:53:15::7::78::780,8.3994924E-4,0.05890457,1.0,0.5,7.559543,530.1411,154227.81,0.0,,
6/10/2025-19:53:15::8::80::806,7.3683925E-4,0.05050513,1.0,0.5,6.631553,454.54617,154392.52,0.0,,
6/10/2025-19:53:15::8::80::806,7.3683925E-4,0.05050513,1.0,0.5,6.631553,454.54617,154392.52,0.0,,
6/10/2025-19:53:15::8::85::855,7.80666E-4,0.05050513,1.0,0.5,7.0259943,454.54617,154392.52,0.0,,
6/10/2025-19:53:15::8::87::879,8.454934E-4,0.049472515,1.0,0.5,7.609441,445.25262,156211.38,0.0,,
6/10/2025-19:53:15::9::90::905,8.757648E-4,0.052927893,1.0,0.5,7.881883,476.35104,157744.08,0.0,,
6/10/2025-19:53:15::9::90::905,8.757648E-4,0.052927893,1.0,0.5,7.881883,476.35104,157744.08,0.0,,
6/10/2025-19:53:15::9::95::955,9.80438E-4,0.060016688,1.0,0.5,8.823942,540.1502,160832.28,0.0,,
6/10/2025-19:53:15::9::98::980,0.0012336905,0.0502979,1.0,0.5,11.103215,452.68112,164458.11,0.0,,
6/10/2025-19:53:15::9::98::980,0.0012336905,0.0502979,1.0,0.5,11.103215,452.68112,164458.11,0.0,,
6/10/2025-19:53:15::0::2::29,0.0013210013,0.053217813,1.0,0.5,11.889012,478.96033,164754.94,0.0,,
6/10/2025-19:53:15::0::5::56,0.0010736746,0.06147956,1.0,0.5,9.663072,553.31604,165395.84,0.0,,
6/10/2025-19:53:15::0::8::80,0.0010736746,0.06147956,1.0,0.5,9.663072,553.31604,165395.84,0.0,,
6/10/2025-19:53:15::1::10::105,0.0011163296,0.06147956,1.0,0.5,10.046967,553.31604,165395.84,0.0,,
6/10/2025-19:53:15::1::13::130,0.0011163296,0.07112055,1.0,0.5,10.046967,640.08496,165738.58,0.0,,
6/10/2025-19:53:15::1::15::156,0.0010449104,0.061717678,1.0,0.5,9.404194,555.4591,163875.62,0.0,,
6/10/2025-19:53:16::1::18::180,0.0010969578,0.06449584,1.0,0.5,9.872621,580.4625,164502.27,0.0,,
6/10/2025-19:53:16::1::18::180,0.0010969578,0.06449584,1.0,0.5,9.872621,580.4625,164502.27,0.0,,
6/10/2025-19:53:16::2::23::231,0.0010497167,0.08001989,1.0,0.5,9.447451,720.179,162894.42,0.0,,
6/10/2025-19:53:16::2::25::255,9.924492E-4,0.08001989,1.0,0.5,8.932043,720.179,162894.42,0.0,,
6/10/2025-19:53:16::2::28::280,9.924492E-4,0.06256417,1.0,0.5,8.932043,563.0776,161667.64,0.0,,
6/10/2025-19:53:16::3::30::304,9.597528E-4,0.063847035,1.0,0.5,8.637775,574.6233,166825.81,0.0,,
6/10/2025-19:53:16::3::30::304,9.597528E-4,0.063847035,1.0,0.5,8.637775,574.6233,166825.81,0.0,,
6/10/2025-19:53:16::3::35::355,0.0012173675,0.09090791,1.0,0.5,10.956307,818.1712,164198.56,0.0,,
6/10/2025-19:53:16::3::38::383,0.0012083033,0.09090791,1.0,0.5,10.874729,818.1712,164198.56,0.0,,
6/10/2025-19:53:16::3::38::383,0.0012083033,0.09090791,1.0,0.5,10.874729,818.1712,164198.56,0.0,,
6/10/2025-19:53:16::4::43::430,0.0010932777,0.081138335,1.0,0.5,9.839499,730.245,162396.62,0.0,,
6/10/2025-19:53:16::4::45::456,0.0010148138,0.06770062,1.0,0.5,9.133324,609.30554,164730.38,0.0,,
6/10/2025-19:53:16::4::48::482,0.0010148138,0.06770062,1.0,0.5,9.133324,609.30554,164730.38,0.0,,
6/10/2025-19:53:16::5::50::506,9.639492E-4,0.07300185,1.0,0.5,8.675543,657.0166,163693.92,0.0,,
6/10/2025-19:53:16::5::50::506,9.639492E-4,0.07300185,1.0,0.5,8.675543,657.0166,163693.92,0.0,,
6/10/2025-19:53:16::5::55::556,8.9619553E-4,0.08046865,1.0,0.5,8.06576,724.21783,164590.98,0.0,,
6/10/2025-19:53:16::5::58::582,8.1990234E-4,0.07177938,1.0,0.5,7.3791213,646.0144,161688.66,0.0,,
6/10/2025-19:53:16::5::58::582,8.1990234E-4,0.07177938,1.0,0.5,7.3791213,646.0144,161688.66,0.0,,
6/10/2025-19:53:16::6::63::632,9.152879E-4,0.06320225,1.0,0.5,8.237591,568.8202,168639.77,0.0,,
6/10/2025-19:53:16::6::65::655,0.0010337689,0.057599075,1.0,0.5,9.30392,518.39166,164684.58,0.0,,
6/10/2025-19:53:16::6::65::655,0.0010337689,0.057599075,1.0,0.5,9.30392,518.39166,164684.58,0.0,,
6/10/2025-19:53:16::7::70::707,0.0010173832,0.059399992,1.0,0.5,9.156448,534.5999,162784.44,0.0,,
6/10/2025-19:53:16::7::75::756,0.0010826337,0.055804655,1.0,0.5,9.743704,502.24188,162784.44,0.0,,
6/10/2025-19:53:16::7::75::756,0.0010826337,0.055804655,1.0,0.5,9.743704,502.24188,158494.23,0.0,,
6/10/2025-19:53:16::8::80::806,0.0012032919,0.05178767,1.0,0.5,10.829627,466.08905,161051.19,0.0,,
6/10/2025-19:53:16::8::80::806,0.0012032919,0.05178767,1.0,0.5,10.829627,466.08905,161051.19,0.0,,
6/10/2025-19:53:16::8::83::832,0.0011342007,0.050633747,1.0,0.5,10.207807,455.70374,163991.84,0.0,,
6/10/2025-19:53:16::8::85::855,0.0011342007,0.050633747,1.0,0.5,10.207807,455.70374,163991.84,0.0,,
6/10/2025-19:53:16::8::88::881,0.001461249,0.041860156,1.0,0.5,13.15124,376.7414,162006.33,0.0,,
6/10/2025-19:53:16::9::90::905,0.0011472479,0.06709372,1.0,0.5,10.325231,603.8435,158153.69,0.0,,
6/10/2025-19:53:16::9::90::905,0.0011472479,0.06709372,1.0,0.5,10.325231,603.8435,158153.69,0.0,,
6/10/2025-19:53:16::9::95::955,0.0011580304,0.058457404,1.0,0.5,10.422273,526.11664,159558.31,0.0,,
6/10/2025-19:53:16::0::0::7,0.0011638632,0.050753895,1.0,0.5,10.474769,456.78506,155412.38,0.0,,
6/10/2025-19:53:16::0::0::7,0.0011638632,0.050753895,1.0,0.5,10.474769,456.78506,155412.38,0.0,,
6/10/2025-19:53:16::0::3::30,0.0011568266,0.047884233,1.0,0.5,10.41144,430.9581,156347.98,0.0,,
6/10/2025-19:53:16::0::8::81,0.0012526503,0.053625315,1.0,0.5,11.273852,482.62784,153660.11,0.0,,
6/10/2025-19:53:16::0::8::81,0.0012526503,0.053625315,1.0,0.5,11.273852,482.62784,153660.11,0.0,,
6/10/2025-19:53:16::1::10::105,0.0011692941,0.054371152,1.0,0.5,10.523647,489.34036,160310.64,0.0,,
6/10/2025-19:53:16::1::12::129,0.0012392073,0.055995,1.0,0.5,11.152866,503.955,160310.64,0.0,,
6/10/2025-19:53:17::1::18::182,0.0012392073,0.055995,1.0,0.5,11.152866,503.955,163137.66,0.0,,
6/10/2025-19:53:17::1::18::182,0.0011377215,0.051872242,1.0,0.5,10.239493,466.8502,164748.94,0.0,,
6/10/2025-19:53:17::2::23::234,0.001239032,0.057837103,1.0,0.5,11.151288,520.53394,164636.0,0.0,,
6/10/2025-19:53:17::2::23::234,0.001239032,0.057837103,1.0,0.5,11.151288,520.53394,164636.0,0.0,,
6/10/2025-19:53:17::2::26::260,0.0011828529,0.056240037,1.0,0.5,10.645676,506.16034,162232.17,0.0,,
6/10/2025-19:53:17::2::26::260,0.0011828529,0.056240037,1.0,0.5,10.645676,506.16034,162232.17,0.0,,
6/10/2025-19:53:17::3::31::310,0.0010381961,0.05050382,1.0,0.5,9.343765,454.5344,162017.73,0.0,,
6/10/2025-19:53:17::3::31::310,0.0010381961,0.05050382,1.0,0.5,9.343765,454.5344,162017.73,0.0,,
6/10/2025-19:53:17::3::35::359,0.0011840932,0.04738476,1.0,0.5,10.656838,426.46286,162412.36,0.0,,
6/10/2025-19:53:17::3::38::381,0.0011994864,0.043985557,1.0,0.5,10.795378,395.87003,164550.72,0.0,,
6/10/2025-19:53:17::3::38::381,0.0011994864,0.043985557,1.0,0.5,10.352988,395.87003,164550.72,0.0,,
6/10/2025-19:53:17::4::43::433,0.001150332,0.05191325,1.0,0.5,10.352988,467.21927,169046.4,0.0,,
6/10/2025-19:53:17::4::45::458,0.0010829832,0.05309358,1.0,0.5,9.746849,477.84222,168620.67,0.0,,
6/10/2025-19:53:17::4::48::482,0.0010829832,0.05309358,1.0,0.5,9.746849,477.84222,168620.67,0.0,,
6/10/2025-19:53:17::5::50::508,0.0011868023,0.057071894,1.0,0.5,10.68122,513.64703,166954.64,0.0,,
6/10/2025-19:53:17::5::50::508,0.0011868023,0.057071894,1.0,0.5,10.68122,513.64703,166954.64,0.0,,
6/10/2025-19:53:17::5::55::557,0.0010728039,0.052805617,1.0,0.5,9.655234,475.25055,164876.95,0.0,,
6/10/2025-19:53:17::5::58::585,9.2618814E-4,0.04500983,1.0,0.5,8.335693,405.08847,164185.28,0.0,,
6/10/2025-19:53:17::5::58::585,9.2618814E-4,0.04500983,1.0,0.5,8.335693,405.08847,164185.28,0.0,,
6/10/2025-19:53:17::6::63::632,0.0010250364,0.06641919,1.0,0.5,9.225328,597.7727,166164.3,0.0,,
6/10/2025-19:53:17::6::65::658,0.0010228301,0.06641919,1.0,0.5,9.205471,597.7727,166164.3,0.0,,
6/10/2025-19:53:17::6::68::682,0.0010228301,0.06546186,1.0,0.5,9.205471,589.15674,168763.66,0.0,,
6/10/2025-19:53:17::7::70::708,0.0011318551,0.057146885,1.0,0.5,10.186696,514.32196,166992.11,0.0,,
6/10/2025-19:53:17::7::73::733,0.0011463697,0.057146885,1.0,0.5,10.3173275,514.32196,166992.11,0.0,,
6/10/2025-19:53:17::7::75::758,0.0011463697,0.05973409,1.0,0.5,10.3173275,537.6068,165443.8,0.0,,
6/10/2025-19:53:17::7::78::783,0.0012433806,0.04753591,1.0,0.5,11.190426,427.8232,161450.56,0.0,,
6/10/2025-19:53:17::7::78::783,0.0012433806,0.04753591,1.0,0.5,11.190426,427.8232,161450.56,0.0,,
6/10/2025-19:53:17::8::83::833,0.0013568382,0.05692402,1.0,0.5,12.211543,512.31616,163620.83,0.0,,
6/10/2025-19:53:17::8::85::857,0.0011322539,0.05692402,1.0,0.5,10.190286,512.31616,163620.83,0.0,,
6/10/2025-19:53:17::9::91::917,0.001013269,0.04813873,1.0,0.5,9.119421,433.24857,161791.64,0.0,,
6/10/2025-19:53:17::9::91::917,0.001013269,0.04813873,1.0,0.5,9.119421,433.24857,161791.64,0.0,,
6/10/2025-19:53:17::9::94::946,8.2488067E-4,0.05764133,1.0,0.5,7.423926,518.772,161791.64,0.0,,
6/10/2025-19:53:17::0::0::2,8.976093E-4,0.048810128,1.0,0.5,8.078484,439.29117,164271.55,0.0,,
6/10/2025-19:53:17::0::3::31,9.594447E-4,0.055549126,1.0,0.5,8.635002,499.94214,165541.66,0.0,,
6/10/2025-19:53:17::0::3::31,9.594447E-4,0.055549126,1.0,0.5,8.635002,499.94214,165541.66,0.0,,
6/10/2025-19:53:17::0::6::60,0.0011943846,0.055549126,1.0,0.5,10.749462,499.94214,165541.66,0.0,,
6/10/2025-19:53:17::1::11::116,9.96974E-4,0.049298584,1.0,0.5,8.972766,443.68726,161125.84,0.0,,
6/10/2025-19:53:17::1::11::116,9.96974E-4,0.04693897,1.0,0.5,8.972766,422.45074,160004.77,0.0,,
6/10/2025-19:53:17::1::14::143,9.4158883E-4,0.050664626,1.0,0.5,8.474299,455.98163,156898.27,0.0,,
6/10/2025-19:53:17::1::14::143,9.4158883E-4,0.050664626,1.0,0.5,8.474299,455.98163,156898.27,0.0,,
6/10/2025-19:53:18::1::19::197,0.0010701811,0.054260578,1.0,0.5,9.63163,488.3452,155848.92,0.0,,
6/10/2025-19:53:18::2::22::223,9.1146503E-4,0.05194579,1.0,0.5,8.203185,467.51212,159553.22,0.0,,
6/10/2025-19:53:18::2::22::223,9.1146503E-4,0.05194579,1.0,0.5,8.203185,467.51212,159553.22,0.0,,
6/10/2025-19:53:18::2::27::274,0.0010265835,0.048676524,1.0,0.5,9.239251,438.0887,160160.05,0.0,,
6/10/2025-19:53:18::3::30::301,0.0011659631,0.040332187,1.0,0.5,10.493669,362.9897,164118.17,0.0,,
6/10/2025-19:53:18::3::35::354,0.0012020202,0.040332187,1.0,0.5,10.818182,362.9897,164118.17,0.0,,
6/10/2025-19:53:18::3::35::354,0.0012020202,0.050388467,1.0,0.5,10.818182,453.4962,160931.14,0.0,,
6/10/2025-19:53:18::4::40::408,0.0011473096,0.044161614,1.0,0.5,10.325786,397.45453,161389.98,0.0,,
6/10/2025-19:53:18::4::43::432,0.001099885,0.041772924,1.0,0.5,9.898965,375.95633,161389.98,0.0,,
6/10/2025-19:53:18::4::43::432,0.001099885,0.041772924,1.0,0.5,9.898965,375.95633,159756.69,0.0,,
6/10/2025-19:53:18::4::45::456,9.557041E-4,0.044407334,1.0,0.5,8.6013365,399.66602,159756.69,0.0,,
6/10/2025-19:53:18::5::51::512,0.0010272868,0.048176035,1.0,0.5,9.245581,433.58432,162093.8,0.0,,
6/10/2025-19:53:18::5::51::512,0.0010272868,0.048176035,1.0,0.5,9.245581,433.58432,162093.8,0.0,,
6/10/2025-19:53:18::5::53::538,9.454189E-4,0.050280977,1.0,0.5,8.50877,452.5288,163973.16,0.0,,
6/10/2025-19:53:18::5::53::538,9.454189E-4,0.050280977,1.0,0.5,8.50877,452.5288,163973.16,0.0,,
6/10/2025-19:53:18::5::58::589,0.0012605292,0.04552337,1.0,0.5,11.344763,409.71036,162026.94,0.0,,
6/10/2025-19:53:18::6::63::638,0.0011881833,0.04503924,1.0,0.5,10.69365,405.35315,165808.38,0.0,,
6/10/2025-19:53:18::6::63::638,0.0011881833,0.04503924,1.0,0.5,10.69365,405.35315,165808.38,0.0,,
6/10/2025-19:53:18::6::63::638,0.0011881833,0.04503924,1.0,0.5,10.69365,405.35315,165808.38,0.0,,
6/10/2025-19:53:18::6::63::638,0.0011881833,0.04503924,1.0,0.5,10.69365,405.35315,165808.38,0.0,,
6/10/2025-19:53:18::7::74::743,0.0013903208,0.047142614,1.0,0.5,12.512887,424.2835,164633.52,0.0,,
6/10/2025-19:53:18::7::74::743,0.0013903208,0.047142614,1.0,0.5,12.512887,424.2835,164633.52,0.0,,
6/10/2025-19:53:18::7::76::767,0.0012266535,0.027335139,1.0,0.5,11.039881,246.01625,166118.44,0.0,,
6/10/2025-19:53:18::8::81::818,0.0010704988,0.022808144,1.0,0.5,9.634489,205.2733,166118.44,0.0,,
6/10/2025-19:53:18::8::81::818,0.0010704988,0.022808144,1.0,0.5,9.634489,205.2733,162210.5,0.0,,
6/10/2025-19:53:18::8::84::845,0.0012012039,0.040468577,1.0,0.5,10.810835,364.2172,160249.44,0.0,,
6/10/2025-19:53:18::8::86::869,9.766596E-4,0.042404015,1.0,0.5,8.789936,381.63614,160739.67,0.0,,
6/10/2025-19:53:18::8::86::869,9.766596E-4,0.042404015,1.0,0.5,8.789936,381.63614,160739.67,0.0,,
6/10/2025-19:53:18::9::94::945,9.011538E-4,0.044960175,1.0,0.5,8.110384,404.64157,158507.69,0.0,,
6/10/2025-19:53:18::9::97::970,9.977216E-4,0.037806578,1.0,0.5,8.979494,340.25922,158083.33,0.0,,
6/10/2025-19:53:18::9::97::970,9.977216E-4,0.037806578,1.0,0.5,8.979494,340.25922,158083.33,0.0,,
6/10/2025-19:53:18::9::99::994,9.3488407E-4,0.04274788,1.0,0.5,8.413957,384.73093,158608.95,0.0,,
6/10/2025-19:53:18::0::4::46,0.0010020173,0.04702242,1.0,0.5,9.018156,423.20178,161878.27,0.0,,
6/10/2025-19:53:18::0::4::46,0.0010020173,0.04702242,1.0,0.5,9.018156,423.20178,161878.27,0.0,,
6/10/2025-19:53:18::0::6::69,8.969401E-4,0.0526757,1.0,0.5,8.072461,474.08133,161321.05,0.0,,
6/10/2025-19:53:18::0::6::69,8.969401E-4,0.0526757,1.0,0.5,8.072461,474.08133,161321.05,0.0,,
6/10/2025-19:53:18::1::12::120,0.0010407547,0.058955662,1.0,0.5,9.366793,530.60095,163126.02,0.0,,
6/10/2025-19:53:18::1::14::145,0.0012395344,0.060624573,1.0,0.5,11.155809,545.62115,159440.69,0.0,,
6/10/2025-19:53:19::1::19::195,9.4562996E-4,0.060624573,1.0,0.5,8.51067,545.62115,159440.69,0.0,,
6/10/2025-19:53:19::1::19::195,9.4562996E-4,0.05080463,1.0,0.5,8.51067,457.24167,158607.23,0.0,,
6/10/2025-19:53:19::2::21::219,7.2047795E-4,0.045675483,1.0,0.5,6.4843016,411.07935,153903.22,0.0,,
6/10/2025-19:53:19::2::21::219,7.2047795E-4,0.045675483,1.0,0.5,6.4843016,411.07935,153903.22,0.0,,
6/10/2025-19:53:19::2::26::269,0.0010004257,0.06901592,1.0,0.5,9.003831,621.14325,151621.8,0.0,,
6/10/2025-19:53:19::2::29::294,9.1228646E-4,0.06901592,1.0,0.5,8.210578,621.14325,151621.8,0.0,,
6/10/2025-19:53:19::3::32::320,9.1228646E-4,0.057780944,1.0,0.5,8.210578,520.0285,155506.12,0.0,,
6/10/2025-19:53:19::3::34::345,0.0010406333,0.047882326,1.0,0.5,9.3657,430.94092,159574.22,0.0,,
6/10/2025-19:53:19::3::37::373,9.3123625E-4,0.045320302,1.0,0.5,8.381126,407.88272,158887.45,0.0,,
6/10/2025-19:53:19::3::37::373,9.3123625E-4,0.045320302,1.0,0.5,8.381126,407.88272,158887.45,0.0,,
6/10/2025-19:53:19::4::43::431,0.0013175876,0.056469966,1.0,0.5,11.858288,508.22968,160030.72,0.0,,
6/10/2025-19:53:19::4::45::456,0.0012192277,0.06536044,1.0,0.5,10.973049,588.24396,161693.4,0.0,,
6/10/2025-19:53:19::4::45::456,0.0012192277,0.06536044,1.0,0.5,10.973049,588.24396,161693.4,0.0,,
6/10/2025-19:53:19::5::50::506,0.0011298449,0.057996325,1.0,0.5,10.168604,521.9669,161872.03,0.0,,
6/10/2025-19:53:19::5::56::562,0.0011664879,0.05118385,1.0,0.5,10.498391,460.65463,159729.67,0.0,,
6/10/2025-19:53:19::5::56::562,0.0011664879,0.05118385,1.0,0.5,10.498391,460.65463,159729.67,0.0,,
6/10/2025-19:53:19::5::58::586,0.0010034097,0.05642811,1.0,0.5,9.030687,507.85297,161997.1,0.0,,
6/10/2025-19:53:19::5::58::586,0.0010034097,0.05642811,1.0,0.5,9.030687,507.85297,161997.1,0.0,,
6/10/2025-19:53:19::6::63::638,9.84191E-4,0.058164857,1.0,0.5,8.857718,523.4837,167715.02,0.0,,
6/10/2025-19:53:19::6::66::663,9.457564E-4,0.05533617,1.0,0.5,8.511807,498.02554,164441.03,0.0,,
6/10/2025-19:53:19::6::68::687,0.0011285753,0.05533617,1.0,0.5,10.157178,498.02554,164441.03,0.0,,
6/10/2025-19:53:19::7::71::712,0.0011285753,0.05865073,1.0,0.5,10.157178,527.85657,159838.47,0.0,,
6/10/2025-19:53:19::7::73::738,0.0011471453,0.04891187,1.0,0.5,10.324307,440.20682,162272.89,0.0,,
6/10/2025-19:53:19::7::73::738,0.0011471453,0.04891187,1.0,0.5,10.324307,440.20682,162272.89,0.0,,
6/10/2025-19:53:19::7::78::786,0.0012021967,0.057729192,1.0,0.5,10.81977,519.56274,165218.3,0.0,,
6/10/2025-19:53:19::7::78::786,0.0012021967,0.057729192,1.0,0.5,10.81977,519.56274,165218.3,0.0,,
6/10/2025-19:53:19::8::83::837,0.0013198581,0.062551014,1.0,0.5,11.878723,562.9591,163687.11,0.0,,
6/10/2025-19:53:19::8::86::862,0.001138761,0.04894078,1.0,0.5,10.24885,440.46704,164516.3,0.0,,
6/10/2025-19:53:19::8::86::862,0.001138761,0.04894078,1.0,0.5,10.24885,440.46704,164516.3,0.0,,
6/10/2025-19:53:19::9::91::913,0.0011010766,0.04291066,1.0,0.5,9.909689,386.19595,169630.72,0.0,,
6/10/2025-19:53:19::9::93::937,8.618208E-4,0.039271433,1.0,0.5,7.756387,353.4429,170237.89,0.0,,
6/10/2025-19:53:19::9::93::937,8.618208E-4,0.039271433,1.0,0.5,7.756387,353.4429,170237.89,0.0,,
6/10/2025-19:53:19::9::98::987,9.66198E-4,0.053580236,1.0,0.5,8.695782,482.22214,173007.67,0.0,,
6/10/2025-19:53:19::0::1::13,0.0011312275,0.04750046,1.0,0.5,10.181047,427.50415,170492.3,0.0,,
6/10/2025-19:53:19::0::1::13,0.0011312275,0.04750046,1.0,0.5,10.181047,427.50415,170492.3,0.0,,
6/10/2025-19:53:19::0::6::62,0.0012212405,0.04949968,1.0,0.5,10.991164,445.4971,170478.44,0.0,,
6/10/2025-19:53:19::1::11::111,0.0011901957,0.046050414,1.0,0.5,10.711761,414.45374,167969.52,0.0,,
6/10/2025-19:53:19::1::11::111,0.0011901957,0.046050414,1.0,0.5,10.711761,414.45374,167969.52,0.0,,
6/10/2025-19:53:19::1::13::137,0.001201761,0.05532125,1.0,0.5,10.815848,497.89127,167963.47,0.0,,
